# timestamp tx ty tz
121.300000000 -0.667223 0.484206 0.091251
121.333333333 -0.658263 0.482413 0.088125
121.366666666 -0.649039 0.480525 0.084939
121.400000000 -0.639556 0.478544 0.081696
121.433333333 -0.629817 0.476468 0.078398
121.466666666 -0.619826 0.474299 0.075047
121.500000000 -0.609587 0.472038 0.071646
121.533333333 -0.599104 0.469683 0.068195
121.566666666 -0.588382 0.467237 0.064699
121.600000000 -0.577424 0.464699 0.061159
121.633333333 -0.566235 0.462070 0.057578
121.666666666 -0.554820 0.459350 0.053957
121.700000000 -0.543183 0.456541 0.050301
121.733333333 -0.531329 0.453642 0.046610
121.766666666 -0.519262 0.450654 0.042888
121.800000000 -0.506987 0.447577 0.039136
121.833333333 -0.494510 0.444413 0.035359
121.866666666 -0.481835 0.441162 0.031557
121.900000000 -0.468967 0.437824 0.027734
121.933333333 -0.455911 0.434401 0.023892
121.966666666 -0.442673 0.430892 0.020034
122.000000000 -0.429258 0.427299 0.016163
122.033333333 -0.415672 0.423623 0.012281
122.066666666 -0.401919 0.419863 0.008390
122.100000000 -0.388005 0.416021 0.004494
122.133333333 -0.373936 0.412097 0.000594
122.166666666 -0.359718 0.408093 -0.003305
122.200000000 -0.345356 0.404008 -0.007203
122.233333333 -0.330855 0.399845 -0.011095
122.266666666 -0.316222 0.395603 -0.014980
122.300000000 -0.301463 0.391283 -0.018855
122.333333333 -0.286583 0.386887 -0.022718
122.366666666 -0.271589 0.382415 -0.026565
122.400000000 -0.256486 0.377868 -0.030394
122.433333333 -0.241280 0.373247 -0.034202
122.466666666 -0.225978 0.368553 -0.037987
